"","Debug","Info","Warning","date","sn","bu","log","time","sw_v_e","keep_5_r","keep_5_v","keep_5_pct","keep_60_r","keep_60_v","keep_60_pct","sw_v_b","test_b","name_b","start_t","end_t","duration","pressure.5.all","pressure.5.p","pressure.5.result","pressure.60.all","pressure.60.p","pressure.60.result","online"
"99",128,312,1,2021-05-13,"BU080321C00032","BU080321C00032","6368_F","210513_131033_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 13:09:20,2021-05-13 13:10:33,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"100",128,312,1,2021-05-13,"BU080321C00052","BU080321C00052","4760_F","210513_135043_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-103,1.9,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 13:49:30,2021-05-13 13:50:43,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--103) [1.90%]<=[1.99%] | <P>] PASS","1.90%","PASS","ONLINE"
"101",129,313,1,2021-05-13,"BU080321C00085","BU080321C00085","8132_F","210513_104042_0","v1.0.2.1_20210305_",-136,-107,21.32,-107,-105,1.87,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 10:39:29,2021-05-13 10:40:42,1.21666666666667,"5s(-136--107) [21.32%]<=[26.00%] | <P>] PASS","21.32%","PASS","60s(-107--105) [1.87%]<=[1.99%] | <P>] PASS","1.87%","PASS","OFFLINE"
"102",127,311,1,2021-05-13,"BU080321C00085","BU080321C00085","3912_F","210513_104331_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-104,0,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 10:42:18,2021-05-13 10:43:31,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--104) [0.00%]<=[1.99%] | <P>] PASS","0.00%","PASS","ONLINE"
"103",130,314,1,2021-05-13,"BU080321C00089","BU080321C00089","2924_F","210513_161649_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 16:15:36,2021-05-13 16:16:49,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","ONLINE"
"104",128,312,1,2021-05-13,"BU080321C00097","BU080321C00097","5784_F","210513_163231_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 16:31:19,2021-05-13 16:32:31,1.2,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"105",129,313,1,2021-05-13,"BU080321C00097","BU080321C00097","7252_F","210513_163405_0","v1.0.2.1_20210305_",-135,-107,20.74,-107,-105,1.87,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 16:32:52,2021-05-13 16:34:05,1.21666666666667,"5s(-135--107) [20.74%]<=[26.00%] | <P>] PASS","20.74%","PASS","60s(-107--105) [1.87%]<=[1.99%] | <P>] PASS","1.87%","PASS","ONLINE"
"106",133,317,1,2021-05-13,"BU080321C00099","BU080321C00099","6796_F","210513_141617_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 14:15:04,2021-05-13 14:16:17,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"107",130,314,1,2021-05-13,"BU080321C00102","BU080321C00102","7564_F","210513_133906_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 13:37:54,2021-05-13 13:39:06,1.2,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","OFFLINE"
"108",129,313,1,2021-05-13,"BU080321C00102","BU080321C00102","7584_F","210513_134035_0","v1.0.2.1_20210305_",-135,-107,20.74,-107,-105,1.87,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 13:39:21,2021-05-13 13:40:35,1.23333333333333,"5s(-135--107) [20.74%]<=[26.00%] | <P>] PASS","20.74%","PASS","60s(-107--105) [1.87%]<=[1.99%] | <P>] PASS","1.87%","PASS","ONLINE"
"109",128,312,1,2021-05-13,"BU080321C00103","BU080321C00103","7640_F","210513_102931_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-102,1.92,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 10:28:18,2021-05-13 10:29:31,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--102) [1.92%]<=[1.99%] | <P>] PASS","1.92%","PASS","ONLINE"
"110",129,313,1,2021-05-13,"BU080321C00136","BU080321C00136","5332_F","210513_075131_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 07:49:56,2021-05-13 07:51:31,1.58333333333333,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"111",130,314,1,2021-05-13,"BU080321C00136","BU080321C00136","4616_F","210513_105819_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 10:57:06,2021-05-13 10:58:19,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"112",129,313,1,2021-05-13,"BU080321C00151","BU080321C00151","1396_F","210513_093343_0","v1.0.2.1_20210305_",-136,-106,22.06,-106,-105,0.94,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 09:32:30,2021-05-13 09:33:43,1.21666666666667,"5s(-136--106) [22.06%]<=[26.00%] | <P>] PASS","22.06%","PASS","60s(-106--105) [0.94%]<=[1.99%] | <P>] PASS","0.94%","PASS","OFFLINE"
"113",128,312,1,2021-05-13,"BU080321C00151","BU080321C00151","7208_F","210513_102009_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-104,0,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 10:18:56,2021-05-13 10:20:09,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--104) [0.00%]<=[1.99%] | <P>] PASS","0.00%","PASS","ONLINE"
"114",130,314,2,2021-05-13,"BU080321C00152","BU080321C00152","7424_F","210513_111340_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 11:12:26,2021-05-13 11:13:40,1.23333333333333,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","OFFLINE"
"115",128,312,1,2021-05-13,"BU080321C00153","BU080321C00153","5040_F","210513_111539_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-103,1.9,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 11:14:26,2021-05-13 11:15:39,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--103) [1.90%]<=[1.99%] | <P>] PASS","1.90%","PASS","OFFLINE"
"116",127,311,1,2021-05-13,"BU080321C00153","BU080321C00153","6500_F","210513_111815_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-103,1.9,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 11:17:02,2021-05-13 11:18:15,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--103) [1.90%]<=[1.99%] | <P>] PASS","1.90%","PASS","ONLINE"
"117",131,315,2,2021-05-13,"BU080321C00154","BU080321C00154","6600_F","210513_144557_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 14:44:43,2021-05-13 14:45:57,1.23333333333333,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","OFFLINE"
"118",129,313,1,2021-05-13,"BU080321C00154","BU080321C00154","6692_F","210513_144815_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-105,0,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 14:47:02,2021-05-13 14:48:15,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--105) [0.00%]<=[1.99%] | <P>] PASS","0.00%","PASS","ONLINE"
"119",129,313,1,2021-05-13,"BU080321C00155","BU080321C00155","5948_F","210513_142116_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 14:20:03,2021-05-13 14:21:16,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"120",128,312,1,2021-05-13,"BU080321C00155","BU080321C00155","7536_F","210513_142245_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-103,1.9,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 14:21:31,2021-05-13 14:22:45,1.23333333333333,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--103) [1.90%]<=[1.99%] | <P>] PASS","1.90%","PASS","ONLINE"
"121",129,313,2,2021-05-13,"BU080321C00162","BU080321C00162","7768_F","210513_142907_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 14:27:53,2021-05-13 14:29:07,1.23333333333333,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"122",128,312,1,2021-05-13,"BU080321C00165","BU080321C00165","7464_F","210513_162208_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 16:20:55,2021-05-13 16:22:08,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"123",129,313,1,2021-05-13,"BU080321C00167","BU080321C00167","4172_F","210513_153708_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 15:35:55,2021-05-13 15:37:08,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","OFFLINE"
"124",128,312,1,2021-05-13,"BU080321C00167","BU080321C00167","7252_F","210513_154037_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 15:39:24,2021-05-13 15:40:37,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","ONLINE"
"125",129,313,1,2021-05-13,"BU080321C00176","BU080321C00176","5688_F","210513_093157_0","v1.0.2.1_20210305_",-136,-106,22.06,-106,-104,1.89,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-13 09:30:44,2021-05-13 09:31:57,1.21666666666667,"5s(-136--106) [22.06%]<=[26.00%] | <P>] PASS","22.06%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","OFFLINE"
"126",129,313,1,2021-05-14,"BU080321C00022","BU080321C00022","4068_F","210514_105820_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 10:57:07,2021-05-14 10:58:20,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"127",128,312,1,2021-05-14,"BU080321C00035","BU080321C00035","3032_F","210514_101859_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 10:17:46,2021-05-14 10:18:59,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","OFFLINE"
"128",128,312,1,2021-05-14,"BU080321C00035","BU080321C00035","5248_F","210514_102213_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-105,0.94,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 10:21:00,2021-05-14 10:22:13,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--105) [0.94%]<=[1.99%] | <P>] PASS","0.94%","PASS","ONLINE"
"129",128,312,1,2021-05-14,"BU080321C00058","BU080321C00058","4504_F","210514_110214_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-105,0,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 11:01:00,2021-05-14 11:02:14,1.23333333333333,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--105) [0.00%]<=[1.99%] | <P>] PASS","0.00%","PASS","ONLINE"
"130",127,311,1,2021-05-14,"BU080321C00066","BU080321C00066","2020_F","210514_142347_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-103,0.96,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 14:22:34,2021-05-14 14:23:47,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--103) [0.96%]<=[1.99%] | <P>] PASS","0.96%","PASS","ONLINE"
"131",130,314,1,2021-05-14,"BU080321C00067","BU080321C00067","4944_F","210514_153423_0","v1.0.2.1_20210305_",-136,-106,22.06,-106,-105,0.94,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 15:33:09,2021-05-14 15:34:23,1.23333333333333,"5s(-136--106) [22.06%]<=[26.00%] | <P>] PASS","22.06%","PASS","60s(-106--105) [0.94%]<=[1.99%] | <P>] PASS","0.94%","PASS","ONLINE"
"132",126,310,1,2021-05-14,"BU080321C00099","BU080321C00099","5464_F","210514_095009_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-102,1.92,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 09:48:56,2021-05-14 09:50:09,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--102) [1.92%]<=[1.99%] | <P>] PASS","1.92%","PASS","OFFLINE"
"133",128,312,1,2021-05-14,"BU080321C00099","BU080321C00099","5424_F","210514_095220_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 09:51:08,2021-05-14 09:52:20,1.2,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","OFFLINE"
"134",127,311,1,2021-05-14,"BU080321C00125","BU080321C00125","5284_F","210514_102810_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-104,0,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 10:26:56,2021-05-14 10:28:10,1.23333333333333,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--104) [0.00%]<=[1.99%] | <P>] PASS","0.00%","PASS","ONLINE"
"135",128,312,1,2021-05-14,"BU080321C00130","BU080321C00130","3144_F","210514_102531_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 10:24:17,2021-05-14 10:25:31,1.23333333333333,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","ONLINE"
"136",129,313,1,2021-05-14,"BU080321C00135","BU080321C00135","6132_F","210514_144959_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 14:48:46,2021-05-14 14:49:59,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"137",129,313,2,2021-05-14,"BU080321C00135","BU080321C00135","4500_F","210514_145150_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 14:50:35,2021-05-14 14:51:50,1.25,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"138",127,311,1,2021-05-14,"BU080321C00138","BU080321C00138","4636_F","210514_142022_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-104,0,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 14:19:09,2021-05-14 14:20:22,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--104) [0.00%]<=[1.99%] | <P>] PASS","0.00%","PASS","OFFLINE"
"139",127,311,1,2021-05-14,"BU080321C00138","BU080321C00138","4572_F","210514_142210_0","v1.0.2.1_20210305_",-136,-105,22.79,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 14:20:57,2021-05-14 14:22:10,1.21666666666667,"5s(-136--105) [22.79%]<=[26.00%] | <P>] PASS","22.79%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"140",129,313,1,2021-05-14,"BU080321C00150","BU080321C00150","6104_F","210514_151302_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-103,0.96,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 15:11:49,2021-05-14 15:13:02,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--103) [0.96%]<=[1.99%] | <P>] PASS","0.96%","PASS","ONLINE"
"141",127,311,1,2021-05-14,"BU080321C00161","BU080321C00161","4264_F","210514_134919_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-103,0.96,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 13:48:06,2021-05-14 13:49:19,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--103) [0.96%]<=[1.99%] | <P>] PASS","0.96%","PASS","OFFLINE"
"142",128,312,1,2021-05-14,"BU080321C00161","BU080321C00161","4564_F","210514_135049_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-105,0.94,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 13:49:36,2021-05-14 13:50:49,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--105) [0.94%]<=[1.99%] | <P>] PASS","0.94%","PASS","ONLINE"
"143",128,312,1,2021-05-14,"BU080321C00163","BU080321C00163","4776_F","210514_134028_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 13:39:15,2021-05-14 13:40:28,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"144",128,312,1,2021-05-14,"BU080321C00163","BU080321C00163","4104_F","210514_134202_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-105,0.94,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 13:40:49,2021-05-14 13:42:02,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--105) [0.94%]<=[1.99%] | <P>] PASS","0.94%","PASS","ONLINE"
"145",129,313,1,2021-05-14,"BU080321C00165","BU080321C00165","5592_F","210514_113135_0","v1.0.2.1_20210305_",-136,-107,21.32,-107,-105,1.87,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 11:30:22,2021-05-14 11:31:35,1.21666666666667,"5s(-136--107) [21.32%]<=[26.00%] | <P>] PASS","21.32%","PASS","60s(-107--105) [1.87%]<=[1.99%] | <P>] PASS","1.87%","PASS","OFFLINE"
"146",130,314,2,2021-05-14,"BU080321C00176","BU080321C00176","4608_F","210514_105102_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 10:49:47,2021-05-14 10:51:02,1.25,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"147",127,311,1,2021-05-17,"BU080321C00067","BU080321C00067","4496_F","210517_111646_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-17 11:15:33,2021-05-17 11:16:46,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"148",129,313,1,2021-05-17,"BU080321C00150","BU080321C00150","3920_F","210517_113633_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-105,0.94,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-17 11:35:20,2021-05-17 11:36:33,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--105) [0.94%]<=[1.99%] | <P>] PASS","0.94%","PASS","OFFLINE"
